name,rating,popularity,cluster,performance
Omazoni,2.5,120,0,Medium
Prabhu Chaat Bhandar,3.2,242,0,Medium
Sugar & Spice - Le Marche,3.3,89,0,Medium
Big Chill,4.5,4986,2,High
Big Chill,4.6,1569,2,High
Amici Cafe,3.8,863,0,Medium
Azam's Mughlai,3.9,157,0,Medium
Boombox Cafe,3.6,1428,2,High
Cafe Illuminatii,3.6,300,0,Medium
Cafe Turtle,3.6,574,0,Medium
China Fare,3.7,243,0,Medium
Chokola,3.8,391,0,Medium
Cravings By Arshi Dhupia,3.6,29,0,Medium
Harry's Bar + Cafe,3.7,395,0,Medium
Khan Chacha,3.7,2860,2,High
La Bodega,3.6,505,0,Medium
La Vie,3.9,454,0,Medium
Latitude 28,3.8,203,0,Medium
Laziz Kabab (Subhash Restaurant),3.7,79,0,Medium
Mr. Choy,3.9,287,0,Medium
Public Affair,3.8,199,0,Medium
Qureshi Kabab,3.5,17,0,Medium
Side Wok,3.9,372,0,Medium
Subway,3.7,188,0,Medium
t Lounge by Dilmah,3.6,34,0,Medium
The Blue Door Cafe,3.7,774,0,Medium
The Coffee Bean & Tea Leaf,3.8,256,0,Medium
Town Hall,3.8,1186,2,High
Wok  In The Clouds,3.8,669,0,Medium
Cafe Coffee Day,0.0,2,1,Low
Civil House,4.2,113,0,Medium
L'Opera,4.0,518,0,Medium
Mamagoto,4.1,1330,2,High
Out Of The Box,4.0,1203,2,High
Parallel,4.0,79,0,Medium
Perch Wine & Coffee Bar,4.2,551,0,Medium
Smoke House Deli,4.0,1093,0,Medium
Smokey's BBQ and Grill,4.2,578,0,Medium
SodaBottleOpenerWala,4.2,1914,2,High
The Artful Baker,4.0,220,0,Medium
The Big Chill Cakery,4.4,912,0,Medium
The Chatter House,4.2,436,0,Medium
Amaze Dining,3.1,10,0,Medium
Amritsari Naan & Kulcha,3.1,12,0,Medium
Bangla Sweets,3.3,13,0,Medium
Bj's Lounge & Cafe,3.0,11,0,Medium
BTW,3.2,19,0,Medium
Cabana's Kabab & Curry's,3.3,73,0,Medium
Cafe Coffee Day,3.2,23,0,Medium
Chaap Point,3.2,11,0,Medium
Chicken Chilli Corner,3.1,10,0,Medium
Chinese Dragon,2.6,49,0,Medium
Copper Restro Bar,2.8,15,0,Medium
Corner Sweets,3.2,100,0,Medium
D'Casa,2.7,63,0,Medium
Delhi 15,2.7,45,0,Medium
Dialogue Lounge & Cafí©,3.0,4,0,Medium
Domino's Pizza,3.3,57,0,Medium
Flavours From Heaven,3.3,12,0,Medium
Flavours Of Biryani,3.3,35,0,Medium
Flirty Momo's,3.0,6,0,Medium
Gedi Grill,3.4,143,0,Medium
Green Chick Chop,2.7,23,0,Medium
Indian Bites,2.7,41,0,Medium
Karan's Vaishno Dhaba,3.2,29,0,Medium
Le Swaadik,3.3,13,0,Medium
Let's Meet Up,3.2,16,0,Medium
Madan's Kabab Centre,3.2,31,0,Medium
Midnight Fries,2.7,46,0,Medium
Moradabadi Biryani,3.1,9,0,Medium
Namdhari's Icecream & Bakers,2.8,23,0,Medium
Pahariya Chicken Corner,3.1,7,0,Medium
Pahariya Chicken,2.7,15,0,Medium
Pappi Machhi Wala,3.2,9,0,Medium
Pizza Hut Delivery,2.6,67,0,Medium
Polka Cakes & Coffee,3.3,17,0,Medium
Punjabi Joint,2.8,4,0,Medium
Rain Tree Grill,3.2,74,0,Medium
Resunga Food Corner,3.0,5,0,Medium
Shri Ram Poori Wale,2.8,8,0,Medium
Supa's Restaurant,3.2,50,0,Medium
Swad Fast Food,2.9,16,0,Medium
Syall Kotian Da Dhaba,3.0,20,0,Medium
The Krib,3.2,14,0,Medium
Turtle Bay,3.4,74,0,Medium
Yakooz,3.1,20,0,Medium
Above & Beyond,3.5,133,0,Medium
Bawa Chicken,3.5,98,0,Medium
Chatore,3.6,26,0,Medium
Chocomore,3.7,68,0,Medium
Clay 1 Grill,3.6,283,0,Medium
Firangi Island,3.5,21,0,Medium
Jeet Chaat Bhandar,3.5,23,0,Medium
Mr. Grill,3.6,55,0,Medium
Tikka Junction,3.5,102,0,Medium
Momos Hut & Chinese Food,2.4,20,0,Medium
Wah Ji Wah,2.1,54,0,Medium
Yo! China,2.4,39,0,Medium
Aapki Apni Rasoi,2.9,6,0,Medium
Aapki Rasoi,3.0,15,0,Medium
Advance Bakery,2.9,7,0,Medium
Apni Rasoi,2.9,16,0,Medium
Bakeyard,3.0,6,0,Medium
Bharat Chicken Inn Foods,2.9,9,0,Medium
Bobby Veg Corner,2.9,5,0,Medium
Brunch Point,2.9,4,0,Medium
Bunty Dhaba,2.5,50,0,Medium
Chandni Chowk Ka Sonu Parathe Wala,3.1,12,0,Medium
Chankya,3.2,79,0,Medium
Chaudhary Di Hatti,3.3,20,0,Medium
Cook Du Kdu,3.2,52,0,Medium
Daawat Restaurant,3.3,26,0,Medium
Delhi Dairy,3.2,11,0,Medium
Domino's Pizza,2.9,13,0,Medium
Domino's Pizza,3.1,75,0,Medium
F 2 Pastry Shop,3.3,26,0,Medium
Food Villa,2.9,10,0,Medium
Goosebumps,3.2,6,0,Medium
Gulab,3.3,12,0,Medium
Health Buzzz,3.1,22,0,Medium
Jain Dhaba,3.2,30,0,Medium
Jeeta Kulfi Walle,3.3,12,0,Medium
Kamal Meat House,2.6,15,0,Medium
Katyani Rasoi,3.2,10,0,Medium
Magic Masala,3.0,11,0,Medium
Masala Magic,3.0,16,0,Medium
Mother Sweets,3.4,15,0,Medium
Panj Taara,3.1,8,0,Medium
Prince Fried N Grilled Chicken,2.7,18,0,Medium
Punjabi's Veg Grill,3.1,10,0,Medium
Raja Chat Corner,3.3,20,0,Medium
Rajshree,3.3,16,0,Medium
Sachdeva Chicken Corner,3.4,39,0,Medium
Shree Rathnam,2.9,66,0,Medium
Sialkot,3.1,7,0,Medium
Singh-O-Singh Kebabs,3.1,54,0,Medium
Super Snacks,3.1,44,0,Medium
Tandoori Night,3.1,15,0,Medium
The Chaupal Bar And Restaurant,2.9,14,0,Medium
The Grill Point,3.0,4,0,Medium
The Roll Hut,3.1,13,0,Medium
Triveni,3.2,31,0,Medium
Gokul Foods,3.6,22,0,Medium
Papa Pizza,3.5,21,0,Medium
Aalishaan,0.0,2,1,Low
Amritsari Chaat Bhandar,0.0,1,1,Low
Bansal Foods,0.0,0,1,Low
Bhatia Chinese Food,0.0,0,1,Low
Break Fast Junction,0.0,0,1,Low
Breakfast Hut,0.0,0,1,Low
Buddy 's. Pizza,0.0,0,1,Low
Chai Garam,0.0,0,1,Low
Deepu Fish & Chicken,0.0,2,1,Low
deliKitchen,0.0,3,1,Low
Dial A Cake,0.0,2,1,Low
Fuel Diet Cafe,0.0,0,1,Low
GO CHATZ With Breadz,0.0,1,1,Low
Goldy Chat Bhandar,0.0,0,1,Low
Green Chick Chop,0.0,2,1,Low
Hungry Heights,0.0,2,1,Low
Kebabish,0.0,0,1,Low
Khalsa Dhaba,0.0,0,1,Low
Khanna's Hot Pizza,0.0,1,1,Low
Lets Eat Veg,0.0,2,1,Low
Mitra Da Dhabha,0.0,0,1,Low
Murliwala Bakers,0.0,0,1,Low
Panjabi Chic-Shoppe,0.0,0,1,Low
Raj Petha Bhandar,0.0,1,1,Low
Ramlal Sweets,0.0,0,1,Low
Sanjha Chula Baba Da,0.0,1,1,Low
Sri Krishna,0.0,0,1,Low
Sugandh Corner,0.0,3,1,Low
The Friends Cafe,0.0,0,1,Low
The Muffin Girl,0.0,3,1,Low
Rainbows,3.1,10,0,Medium
The Nest,3.5,218,0,Medium
Burger Head Quarter BHQ,0.0,1,1,Low
Chez Jerome - Q Cafe,0.0,1,1,Low
Mr. Billiken,0.0,0,1,Low
Mulligan Cafe,0.0,1,1,Low
Naya Adda,0.0,0,1,Low
OCD - Online Cake Delivery,0.0,1,1,Low
Puja Sandwich House,0.0,1,1,Low
Ambersari Dhaba,3.4,44,0,Medium
Arabian Knites,3.0,7,0,Medium
Aryan's Rajasthani Pyaz Ki Kachori,3.1,4,0,Medium
Aviram's Chinese Kitchen,2.7,4,0,Medium
Bhagwan Sweets,2.8,8,0,Medium
Chawla,2.7,7,0,Medium
Chinese Hut,3.2,56,0,Medium
Flavourz,3.3,6,0,Medium
Lets Bake Love,3.0,4,0,Medium
Mahadev Dhaba,2.6,10,0,Medium
Sethi's Food Corner,3.3,40,0,Medium
Sethi's Restaurant,3.4,49,0,Medium
Sindhi Kulfi,3.0,4,0,Medium
Sri Kamakshi Vilas,2.7,9,0,Medium
The Midnight Hub - C,2.6,102,0,Medium
Anand Ji,3.8,183,0,Medium
Happy Hakka,3.7,270,0,Medium
Oberoi's,3.6,75,0,Medium
Relax Restaurant,3.5,116,0,Medium
Al-Rihan,0.0,0,1,Low
All Day 99,0.0,3,1,Low
Anna Dosa,0.0,3,1,Low
Chick Chicken House,0.0,2,1,Low
Chicken King,0.0,1,1,Low
Choco Kraft,0.0,2,1,Low
Cocoalicious Delights,0.0,0,1,Low
FNV,0.0,2,1,Low
Food En Vouge,0.0,0,1,Low
Food Junction,0.0,0,1,Low
Gian Ji Punjabi Dhaba,0.0,0,1,Low
Govinda,0.0,1,1,Low
Intermission,0.0,3,1,Low
Karma Cafe & Lounge,0.0,1,1,Low
Lotes Bakes,0.0,0,1,Low
New Anna Ka Dosa,0.0,1,1,Low
New Sethi's,0.0,0,1,Low
Punjab Sweets,0.0,2,1,Low
Shri Ram Dhaba,0.0,0,1,Low
Standard Punjabi Food,0.0,3,1,Low
Sunrise Bakery,0.0,0,1,Low
Taste of Spice,0.0,0,1,Low
The Celiac Kitchen,0.0,0,1,Low
Aggarwal Sweet Corner,3.4,22,0,Medium
Behrouz Biryani,3.0,32,0,Medium
Biryani Blues,3.1,8,0,Medium
Burger King,3.4,45,0,Medium
Domino's Pizza,2.5,47,0,Medium
Gopal (Sindhi) Restaurant,3.4,59,0,Medium
Kabul Delhi,2.9,39,0,Medium
Khan Chacha,2.9,31,0,Medium
Pizza Hut Delivery,2.8,54,0,Medium
Punjabi Jaika,3.3,40,0,Medium
Rozy Restaurant,2.6,50,0,Medium
Taj Cafe,3.1,18,0,Medium
Tewari Sweets,3.1,33,0,Medium
The Burger Hut & Cake Shop,3.0,41,0,Medium
Angel's Basket,3.5,70,0,Medium
Bikanervala,3.7,269,0,Medium
Haldiram's,3.8,472,0,Medium
Moon of Taj,3.8,21,0,Medium
Tongue Thai'd,3.7,57,0,Medium
Udupi Sai Sarover,3.8,63,0,Medium
Wagh Bakri Tea Lounge,3.5,54,0,Medium
K2 Multi Cuisine Restaurant,0.0,2,1,Low
Tibet Kitchen,3.5,515,0,Medium
Baba Nagpal Corner,4.1,577,0,Medium
Burger Street,3.4,32,0,Medium
Dilli Zaika,3.2,23,0,Medium
Mughal Chic Inn,3.3,23,0,Medium
Nutrition Theka,3.3,12,0,Medium
Punjabi Chaap Corner,3.1,20,0,Medium
Samosa Street,3.3,7,0,Medium
Shanu's Chicken Planet,3.2,11,0,Medium
Shanu's Food Shop,2.8,13,0,Medium
Bigbee,0.0,0,1,Low
Delhi 6 Cafe,0.0,0,1,Low
Lala Ji Sweets,0.0,0,1,Low
MK's Chinese Food,0.0,0,1,Low
Nirvana The Divine Kitchen,0.0,0,1,Low
Preechen,0.0,0,1,Low
Rahul Eggs,4.2,762,0,Medium
7 Stick,2.8,8,0,Medium
Aashirwad Restaurant,2.6,5,0,Medium
Amar Bakery,3.3,13,0,Medium
Apni Rasoi,3.1,24,0,Medium
Baked Buns,3.1,18,0,Medium
Banspi,2.9,13,0,Medium
Benchmark,2.8,14,0,Medium
Bobby Tikki Wala,3.0,74,0,Medium
Cafe Coffee Day,2.7,18,0,Medium
Cafe Coffee Day,2.8,14,0,Medium
Canteeno,3.0,7,0,Medium
Chai Mantra,3.2,15,0,Medium
Chandni Chowk ke Mashhoor Makkhan Wale Paranthe,2.8,9,0,Medium
Chandni Chowk Parantha Corner,3.1,8,0,Medium
Chauhan Laxmi Sweets,3.0,11,0,Medium
Chawla's The Cake Room,3.4,17,0,Medium
China Town,2.9,11,0,Medium
Domino's Pizza,2.6,46,0,Medium
Faasos,2.6,10,0,Medium
Fast Trax,3.2,4,0,Medium
Finger Licious,3.4,188,0,Medium
Gulshan Pastry Shop,3.0,9,0,Medium
Handa's,2.6,8,0,Medium
Homely Delight,3.1,7,0,Medium
Jahangeer Foods,2.7,64,0,Medium
Kaleva,3.3,61,0,Medium
Laxmi Vaishno Dhaba,3.0,13,0,Medium
Little Pleasure Restaurant & Cafe,2.9,7,0,Medium
Mauryan Multi Cuisine Restaurant,3.4,31,0,Medium
Mehta Food Junction,3.0,8,0,Medium
Om Bikaner Wale,2.8,8,0,Medium
Ovenstory Pizza,2.9,17,0,Medium
Prasadam,2.8,34,0,Medium
Priyanshi Fast Food,3.3,29,0,Medium
Punjabi Tadka,3.1,21,0,Medium
Pyaali,2.8,7,0,Medium
Ruby Dhaba,2.7,25,0,Medium
Shree Manakamna Fast Food,3.4,31,0,Medium
The Chinese Hut,3.0,10,0,Medium
The Chinese Hut,3.2,23,0,Medium
The Chinese Kitchen,3.1,7,0,Medium
Twenty Four Seven,3.1,13,0,Medium
Vegie Kitchen,3.1,10,0,Medium
Behrouz Biryani,3.5,22,0,Medium
Burger King,3.5,66,0,Medium
Mohit di Hatti,3.8,70,0,Medium
Play Pizza,3.8,270,0,Medium
Sushiya Express,3.7,40,0,Medium
Tantrum Coffee Bar,3.5,54,0,Medium
Chawla's Tandoori Junction,0.0,3,1,Low
Chennai Express Greens,0.0,0,1,Low
Omi Pizza,0.0,0,1,Low
South Indian & Chinese Fast Food,0.0,0,1,Low
The Khoj Cafe Restaurent,0.0,0,1,Low
Bharat Chicken Inn,2.4,41,0,Medium
Nathu's Sweets,2.1,121,0,Medium
Wah Ji Wah,2.2,120,0,Medium
QD's Restaurant,4.1,675,0,Medium
Henri's Bar - Le Meridien,3.3,20,0,Medium
Le Belvedere - Le Meridien,3.5,114,0,Medium
Longitude - Le Meridien,3.9,90,0,Medium
Nero - Le Meridien,3.5,39,0,Medium
The One - Le Meridien,3.8,273,0,Medium
Eau De Monsoon - Le Meridien,4.0,189,0,Medium
Slounge - Lemon Tree Premier,3.5,26,0,Medium
Al Bake,2.5,66,0,Medium
Al-Bawarchi,3.1,15,0,Medium
Big Dragon,3.1,81,0,Medium
BTW,3.3,205,0,Medium
Capital Curry,3.1,54,0,Medium
Domino's Pizza,2.5,81,0,Medium
Ekta's Kitchen,3.2,67,0,Medium
Gopal's,2.9,8,0,Medium
Moti Mahal Delux,2.6,72,0,Medium
Open Oven,3.4,51,0,Medium
Relax Xpress,3.2,75,0,Medium
Roll Club,2.7,27,0,Medium
SM Gopal Ice Cream & Cakes,3.2,15,0,Medium
Bangla Sweet Corner,2.6,32,0,Medium
Chinois,3.0,7,0,Medium
Dawat,2.9,49,0,Medium
Establishment Ristorante,3.1,12,0,Medium
Ganesha Sweets & Restaurant,2.6,26,0,Medium
Gopala,3.3,25,0,Medium
Green Chick Chop,2.9,12,0,Medium
Hot Chimney,2.5,55,0,Medium
Icon,3.2,18,0,Medium
Juneja's Eating Plaza,3.4,98,0,Medium
Lodhi Knights,3.1,8,0,Medium
Ram Singh's Bhoj,2.9,6,0,Medium
Republic of Chicken,2.7,10,0,Medium
Slice of Italy,3.3,171,0,Medium
Subway,3.2,66,0,Medium
The Altitude Cafe and Deli,3.1,11,0,Medium
Tokyo Mon Amour,3.1,10,0,Medium
Bhane,3.6,26,0,Medium
Celeste,3.5,14,0,Medium
Chidambaram's New Madras Hotel,3.8,330,0,Medium
CJ's Fresh,3.8,25,0,Medium
Elma's Brasserie,3.7,393,0,Medium
Kunafa,3.9,200,0,Medium
Lahori Gate,3.5,148,0,Medium
M I Food Center,3.8,202,0,Medium
Sugar Blossoms,3.6,58,0,Medium
Eywa by Saby @ Celeste,0.0,2,1,Low
Cafe Coffee Day,2.3,52,0,Medium
Guppy,4.1,665,0,Medium
Ping's Cafí© Orient,4.1,278,0,Medium
The All American Diner,4.1,3495,2,High
Armaan's Restaurant,2.8,8,0,Medium
Garden Chef,3.0,63,0,Medium
Golooji's Chat Waat,3.3,13,0,Medium
Oriental Lee,2.7,19,0,Medium
Peshawari Restaurant,3.1,55,0,Medium
Tikka Town,3.1,53,0,Medium
Titu Restaurant,2.9,13,0,Medium
Vijay Dhaba,2.9,7,0,Medium
Wild Willy,3.2,19,0,Medium
Diva Spiced,3.7,131,0,Medium
Granma's Homemade,3.6,25,0,Medium
Karim's,3.8,194,0,Medium
Sab Ki Khatir,3.7,162,0,Medium
Golden Bakery,0.0,1,1,Low
Krishan Sweets,0.0,2,1,Low
Rai Ji Caterers,0.0,0,1,Low
Szoun Chinese Food,0.0,0,1,Low
Yummy Mummy @ Delhi,0.0,2,1,Low
Lodi - The Garden Restaurant,4.2,2549,2,High
Aggarwal Sweets & Restaurant,2.7,11,0,Medium
Ashirwad Dhaba,2.9,5,0,Medium
Barichi Restaurant,2.9,7,0,Medium
Bikaner Sweets,2.7,14,0,Medium
Bikaner,2.9,6,0,Medium
Chatori Zubaan 2,3.0,5,0,Medium
Chinese Mania,3.2,17,0,Medium
Da Pizza Corner,2.5,6,0,Medium
Dhaba Cash 'N' Carry Kitchen,3.1,16,0,Medium
Dom Dang Kins Restaurant,3.1,12,0,Medium
First Choice,2.9,11,0,Medium
Hungry Hut,3.1,6,0,Medium
Le Seasons Restaurant,2.8,17,0,Medium
Moti Mahal Delux,3.0,22,0,Medium
Popsy's,3.0,5,0,Medium
Prabhu,3.1,8,0,Medium
Saptagiri,2.8,10,0,Medium
Spice Hut,2.9,15,0,Medium
Taste of Vishal,2.9,6,0,Medium
The Tandoori Night,2.8,5,0,Medium
Traffic Jaam,2.9,5,0,Medium
Tripti,3.1,16,0,Medium
Uttaranchal Dhaba & Restaurant,2.9,5,0,Medium
Wah Ji Wah,2.9,6,0,Medium
Resto 37,3.9,23,0,Medium
Aakash Sweets & Caterers,0.0,0,1,Low
Aapka Mangal Restaurant,0.0,0,1,Low
Al-Karim,0.0,0,1,Low
Apna Dhaba,0.0,1,1,Low
Burger Wala,0.0,1,1,Low
Cafe Highway,0.0,0,1,Low
Cake Point,0.0,0,1,Low
Chatori Zubaan Chur Chur Naan,0.0,0,1,Low
Coffee Shop,0.0,0,1,Low
Colonel's Kebabs & Curries,0.0,0,1,Low
Dhaba Cash 'n' Carry Kitchen Chur Chur Naan,0.0,0,1,Low
Dolphin - The Food Cafe,0.0,0,1,Low
First Treat Bakers,0.0,2,1,Low
Flavours Of Delhi,0.0,0,1,Low
Foresto Lawn & Restaurant,0.0,2,1,Low
Jain Sweets & Bakers,0.0,1,1,Low
JD's Restaurant,0.0,0,1,Low
Just Vada Pav,0.0,0,1,Low
Kaka De Dhaba,0.0,0,1,Low
Kolcata Bengali Dhaba,0.0,0,1,Low
Kukkuu Da Dhaba,0.0,3,1,Low
M&S Coffee Cafe,0.0,3,1,Low
Malabar Style Kitchen,0.0,0,1,Low
Mathura Lassi Wala,0.0,0,1,Low
Metropolitan Cafe,0.0,1,1,Low
Mr. Bake,0.0,2,1,Low
Mughal-E-Zaika,0.0,0,1,Low
Mukesh Bhojnalaya,0.0,0,1,Low
New Royal Blue Dhaba,0.0,0,1,Low
New Sharma Chicken Corner,0.0,2,1,Low
Pakwan,0.0,1,1,Low
Pizza Corner,0.0,2,1,Low
Pokhreli Kitchen,0.0,1,1,Low
Rasoi,0.0,1,1,Low
Satya Dhaba,0.0,2,1,Low
Sha-O-Lin Chinese Fast Food,0.0,1,1,Low
Shahi Chicken Corner,0.0,1,1,Low
Shama Muradabadi,0.0,2,1,Low
Sunil Punjabi Dhaba,0.0,0,1,Low
Sunita Dhaba,0.0,0,1,Low
Taste of India,0.0,0,1,Low
U.P. Al-Flah Restaurant,0.0,0,1,Low
Vaishno Da Dhaba,0.0,0,1,Low
Yadav Sweets,0.0,1,1,Low
The Cavalry Bar - Maidens Hotel,2.7,17,0,Medium
The Curzon Room - Maidens Hotel,3.4,39,0,Medium
The Garden Terrace - Maidens Hotel,3.3,57,0,Medium
Ama Rabsel House,3.0,8,0,Medium
Cafe Plus,3.2,13,0,Medium
Hornbill,3.1,7,0,Medium
Orange Cafe & Restaurant,3.1,8,0,Medium
ABC Restaurant,0.0,0,1,Low
Achi Restaurant,0.0,1,1,Low
Asian House Restaurant,0.0,0,1,Low
Cafe 59,0.0,0,1,Low
Drepung Loselling,0.0,3,1,Low
Dus Bab,0.0,0,1,Low
DZI House,0.0,0,1,Low
Good Luck Cafe,0.0,0,1,Low
Kathmandu,0.0,0,1,Low
Kullu Manali Restaurant,0.0,0,1,Low
Lhamo's Kitchen,0.0,0,1,Low
Lhasa Manthang Restaurant,0.0,0,1,Low
Lhasa Thali House,0.0,0,1,Low
Little Tibet,0.0,0,1,Low
Lotus House Restaurant,0.0,1,1,Low
Mahi Rasoi,0.0,0,1,Low
New Open Restaurant,0.0,0,1,Low
Rooftop Restaurant,0.0,3,1,Low
Somang House Restaurant,0.0,0,1,Low
Tandoori Khazana,0.0,0,1,Low
Tsopema Restaurant,0.0,1,1,Low
33 Food,3.2,93,0,Medium
Burger Point,3.3,78,0,Medium
Cafe Blur,3.1,7,0,Medium
Cafe Coffee Day,2.5,52,0,Medium
Cafe Rendezvous,3.3,191,0,Medium
Cakes & Bakes,3.4,75,0,Medium
Chatorey Chacha,3.3,51,0,Medium
Chilli Dragon,3.3,35,0,Medium
DCK- Dana Choga's Kitchen,3.4,297,0,Medium
Divya's Rimpy Restaurant,3.2,245,0,Medium
Express Dhaba,2.7,68,0,Medium
Go Foodie,3.3,105,0,Medium
Health Pan,3.4,45,0,Medium
Karim's,3.0,183,0,Medium
Karuna,3.0,15,0,Medium
Kathi,2.8,75,0,Medium
King Chilly Kitchen,3.2,17,0,Medium
Kolhapuri Veg Non-Veg Foods,3.3,20,0,Medium
Mehfil Dhaba,3.4,214,0,Medium
Moti Mahal Delux - Legendary Culinary,2.6,146,0,Medium
Open Oven,3.4,103,0,Medium
Paapi Paet,3.3,250,0,Medium
Pepper Corn Express,3.4,50,0,Medium
Pinch Of China,3.2,14,0,Medium
Pizza Hut Delivery,2.8,120,0,Medium
Punjabee's Darbar,3.0,34,0,Medium
Ramjee's,3.3,62,0,Medium
Rollmaal,3.4,218,0,Medium
Shaolin,3.4,217,0,Medium
Subway,2.8,183,0,Medium
The Chocolate Room,3.4,155,0,Medium
The Delhi Heights,2.8,198,0,Medium
Thok (The House of Kakori),3.4,485,0,Medium
Uloo,3.2,134,0,Medium
Vadapav Junction & More,3.3,37,0,Medium
Behrouz Biryani,3.6,61,0,Medium
Beliram Degchiwala,3.5,226,0,Medium
Bhukkhar,3.9,100,0,Medium
Biryani Blues,3.9,113,0,Medium
Bun Intended,3.9,50,0,Medium
Casa Asia,3.8,306,0,Medium
Chic Fish,3.5,361,0,Medium
Dunkin' Donuts,3.6,290,0,Medium
Farratta,3.7,93,0,Medium
Flavors of Chennai,3.7,370,0,Medium
Food For Thought,3.8,55,0,Medium
FreshMenu,3.7,132,0,Medium
Giani's,3.7,145,0,Medium
Gopala,3.8,45,0,Medium
Green Chick Chop,3.5,52,0,Medium
Hunger Must Die,3.7,99,0,Medium
Kolkata Kathi Roll,3.6,82,0,Medium
Max Grille and Kitchen,3.5,99,0,Medium
Moti Sweets,3.6,114,0,Medium
Nazeer Foods,3.6,427,0,Medium
Nikashee,3.7,408,0,Medium
Noodle Box,3.5,60,0,Medium
Pema's,3.6,412,0,Medium
Plumber - The Lounge,3.9,38,0,Medium
Pudding & Pie,3.7,137,0,Medium
RP's Restaurant,3.5,259,0,Medium
Soi Thai,3.6,148,0,Medium
Speedy Chow,3.6,268,0,Medium
Stoned Age Kitchen,3.9,91,0,Medium
Suribachi,3.5,104,0,Medium
Swagath,3.5,168,0,Medium
The Delhi Canteen,3.6,305,0,Medium
The Grill Kitchen,3.8,75,0,Medium
The Midnight Heroes,3.7,41,0,Medium
The Salad Bowl,3.5,34,0,Medium
Domino's Pizza,2.3,185,0,Medium
Food Army,2.3,18,0,Medium
Moti Restaurant,2.4,137,0,Medium
New Baba Da Dhaba,2.0,84,0,Medium
Tunday Kababi,2.2,182,0,Medium
Dilli BC,4.4,84,0,Medium
Litti.In,4.0,308,0,Medium
Nizam's Kathi Kabab,4.0,153,0,Medium
Pepper Kitchen,4.0,244,0,Medium
Rustom's Cafe & Bakery,4.1,84,0,Medium
Salad Days,4.0,255,0,Medium
Stop My Starvation,4.3,126,0,Medium
Sushi Junction,4.0,53,0,Medium
Vero Gusto,4.1,135,0,Medium
Snack Junction,3.2,10,0,Medium
Turant,3.3,47,0,Medium
Snacks Point,0.0,1,1,Low
The Sweet Spot,0.0,2,1,Low
Kafe @ Museum,0.0,2,1,Low
Friends Cafe,0.0,2,1,Low
Aromas of Pind,4.2,278,0,Medium
Apna Dhaba and Caters,3.2,20,0,Medium
Green Chick Chop,2.7,7,0,Medium
Jai Shree Durga South Indian Corner,3.0,6,0,Medium
Malabar Catering House,3.2,13,0,Medium
Meenakshi Bhawan,3.1,14,0,Medium
New Raja Sweets,2.9,18,0,Medium
Pizza Treat,3.0,6,0,Medium
Pudding & Pie,3.1,7,0,Medium
Rita Chinese Food,3.1,10,0,Medium
Vibes of Punjab,3.2,21,0,Medium
Ramji Di Hatti & Caterers,3.5,25,0,Medium
Spicy Tadka,3.5,24,0,Medium
Mr. Tandoori Lal,0.0,3,1,Low
Om Sweets & Caterers,0.0,3,1,Low
Sardar Ji Take Away & Caterers,0.0,2,1,Low
9 is Mine,2.6,4,0,Medium
Aashirwad,3.2,19,0,Medium
Aggarwal Sweet & Bakers,2.9,5,0,Medium
Amit Hotel,2.9,7,0,Medium
Angrezee Dhaba,2.8,7,0,Medium
Ankur Family Restaurant,2.9,4,0,Medium
Bansal Sweet,2.7,20,0,Medium
Baskin Robbins,3.1,13,0,Medium
Caravan Resto Bar,3.2,51,0,Medium
Celebration Multi Cuisine Restaurant,2.7,14,0,Medium
Chatto Chapati,3.0,8,0,Medium
Chawla's_,2.7,29,0,Medium
China Town,2.7,11,0,Medium
China Town,2.7,28,0,Medium
Dazzle Pastry Shop,2.6,25,0,Medium
Delicacy Foods,3.2,86,0,Medium
Dolphin Rolls,2.9,6,0,Medium
Durbar Restaurant,2.7,33,0,Medium
Ever Green Pastry Shop,3.1,34,0,Medium
Evergreen Sweets Corner,3.0,8,0,Medium
Great Plates By AJ,3.1,77,0,Medium
Green Chick Chop,3.2,24,0,Medium
Haqeem's,2.7,14,0,Medium
Himalaya Food Corner,2.7,46,0,Medium
Hot Joint Fast Food,2.6,61,0,Medium
Hyderabadi Dum Biryani,2.7,60,0,Medium
Kasturi Family Restaurant,3.0,20,0,Medium
Kerala Cafe,3.3,45,0,Medium
Keuchen Paradise,2.8,8,0,Medium
Kook For Health,3.3,21,0,Medium
Lahorian's Sweets & Bakers,2.9,5,0,Medium
Mr. Baker's,3.0,22,0,Medium
Night Food Delivery,2.7,5,0,Medium
Nine 2 Nine Snacks & Restaurant,2.9,5,0,Medium
Punjabi Mirch,3.0,4,0,Medium
Rasoi The Food Express,2.6,53,0,Medium
Republic of Chicken,2.8,11,0,Medium
Sandwichai,3.3,58,0,Medium
SB's Raisins,2.8,15,0,Medium
Shanghai Kitchen,3.1,26,0,Medium
Shiv Shakti Restaurant,3.0,18,0,Medium
Smoky Chettinad,2.8,49,0,Medium
Spice Fusion,3.1,7,0,Medium
Sweet Toof Designer Cakes,3.1,7,0,Medium
The Chef,3.2,23,0,Medium
The Edge Cafe,3.1,53,0,Medium
The Epicure - Fraser Suites,3.1,80,0,Medium
Udupidarshini Veg Restaurant,3.4,33,0,Medium
36 lebzelter,3.7,39,0,Medium
Baked Buns,3.6,165,0,Medium
